"","id","l3","rooms","bathrooms","surface_total","surface_covered","price","property_type"
"4320","kDWrpHVoEHEKWJ/MnS+HFg==","Villa Devoto",3,1,73,59,173500,"Departamento"
"4321","OMoTSFB+0eiqvwlQ+DaLjw==","Parque Chacabuco",3,1,57,52,179000,"Departamento"
"4322","KcRuFrU0tCqwHPMXSN44Cw==","Parque Chacabuco",3,1,57,52,174000,"Departamento"
"4323","tpTnCxZr86ltL0Z9TzqOxA==","Villa Santa Rita",3,1,80,78,130000,"Departamento"
"4324","lvOM2vPaJyx5HkQj4teZ9g==","Parque Centenario",3,2,96,89,195000,"Departamento"
"4325","xakfGP+SjOJbviZq9UOMXg==","Parque Centenario",3,2,108,98,169000,"Departamento"
"4326","nbL4e9QoHeVZ1EZp23lJjw==","Villa General Mitre",3,1,50,47,110000,"Departamento"
"4327","UD3/SqETryo9VCWs/wAddg==","Centro / Microcentro",3,2,86,86,170000,"Departamento"
"4328","FAcrwd4u+ka0kiWC13tT3w==","Nuñez",4,1,90,82,260000,"PH"
"4329","qEj+HhQdmOURwU0hmZO/QQ==","Almagro",4,2,125,125,245000,"PH"
"4330","Pl/9lq2AX/p2cChNpu++Ow==","Almagro",4,1,64,57,170000,"PH"
"4331","AhDzkqKgMhvWW473kuBGgQ==","Floresta",4,1,79,72,135000,"PH"
"4332","kESEwRJekFyy6aJvCXXJOw==","Floresta",4,1,230,210,270000,"PH"
"4333","zYtnuRsMNsNA4+82cob6EQ==","Caballito",4,2,188,136,398000,"PH"
"4334","Ml5uCRY6xVGsmT9J8XG/sQ==","Villa Pueyrredón",4,2,148,90,270000,"PH"
"4335","lYvoMiXGs2h3W0ajC3mp1Q==","Villa Crespo",4,2,214,194,410000,"Casa"
"4336","G8lCE567LlEYSYLoqXzhzw==","Villa del Parque",4,2,250,180,330000,"Casa"
"4337","PI/ipojxgHQ1f8Xf8c0J0A==","Abasto",4,2,89,77,245000,"Departamento"
"4338","E5pkn4GoJNpHOVgyGR5Qgw==","Nuñez",4,2,82,77,249000,"Departamento"
"4339","B5mV2Hq2d3vlbb6ulCgerQ==","Almagro",4,2,100,85,167000,"Departamento"
"4340","O3VXGyY3obFZiNstBM9o9w==","Almagro",4,2,80,70,185000,"Departamento"
"4341","Q+sGMac3D3k2zWIZ7UlyHw==","Almagro",4,2,103,94,270000,"Departamento"
"4342","+1lSl7+UuFSJGuIZUMuX3A==","Almagro",4,3,101,101,250000,"Departamento"
"4343","rlhx3I2vXWOkun3Zi3Ee2A==","Palermo",4,2,128,123,396991,"Departamento"
"4344","3875xvzCR6KFIjavc+ehww==","Palermo",4,2,95,85,350000,"Departamento"
"4345","tYY39jnxJnSHbbEZWN+VKw==","Palermo",4,2,169,103,398000,"Departamento"
"4346","gjoAAoWrG714vMKKzFndyw==","Belgrano",4,2,185,158,590000,"Departamento"
"4347","mf75z/ljUlNFtB0ZStRQtg==","Belgrano",4,3,137,132,480000,"Departamento"
"4348","yVLIE4Q0RJjtbr98Sj4yaw==","Belgrano",4,3,144,130,395000,"Departamento"
"4349","IW84bbccSFT85fZEaHBE2Q==","Recoleta",4,4,175,175,590000,"Departamento"
"4350","S4DRnqLCmXkaHYF4+/KNDA==","Recoleta",4,1,70,64,135000,"Departamento"
"4351","pHpN5zLfTJCnJ+zL8b23RQ==","Saavedra",4,1,86,76,239000,"Departamento"
"4352","OR1/Y7A6Z9Aq3NDM5b/bMw==","Caballito",4,4,134,118,299000,"Departamento"
"4353","r9rABQU6D69kvAFxScf/Mw==","Caballito",4,4,134,118,299000,"Departamento"
"4354","cNIc49FSrfgyXQ+rvlNGnA==","Caballito",4,2,92,88,250000,"Departamento"
"4355","uh1FtpIr89FOOyw1NZDVYQ==","Caballito",4,4,134,118,299000,"Departamento"
"4356","WgRw2t9VBIkeRrbm4G8UMw==","Caballito",4,2,142,95,290000,"Departamento"
"4357","zJXw0a0ELgXwnkbOemDOQw==","Caballito",4,2,135,85,280000,"Departamento"
"4358","OEJeTL7abBDL7NFBtEP+4w==","Caballito",4,2,92,88,250000,"Departamento"
"4359","gU4vWC9OYXVhmRBHjHcR5Q==","Caballito",4,2,135,119,645000,"Departamento"
"4360","TooWY5y+OdNQ2mETjyJJCg==","San Telmo",4,1,86,86,143000,"Departamento"
"4361","dIix8gVXjnmLNS9ysvTwTw==","Barrio Norte",4,2,137,117,240000,"Departamento"
"4362","CHBvKaQRTne7SwwMKCkriA==","Barrio Norte",4,2,119,111,320000,"Departamento"
"4363","kctJ2t8MVXReZ+ggkeuptg==","San Nicolás",4,2,105,105,278000,"Departamento"
"4364","Ve+osiDQI3SZd8yADd/DmA==","Palermo",5,2,110,87,295000,"PH"
"4365","oIZK/dSzfA6KALpdo7PodA==","Colegiales",5,2,170,120,350000,"PH"
"4366","ZMfdNzPmCDl2ruKwOQRERg==","Villa Devoto",5,2,207,207,340000,"PH"
"4367","SRYNawj0f17coPSSCxq1mw==","Parque Chacabuco",5,3,150,133,220000,"Casa"
"4368","jaJqGQcPZ9GbTQZf+Dt/AQ==","Parque Chacabuco",5,2,260,260,290000,"Casa"
"4369","XzNWzf4ancMvqEumUKmVyg==","Villa General Mitre",5,2,200,180,380000,"Casa"
"4370","1Q/KIDihQqwRA+0TbSBakA==","Palermo",5,4,245,230,699000,"Departamento"
"4371","0T4y5t7HXY/QigW67DOeQA==","Recoleta",5,3,213,189,619000,"Departamento"
"4372","o6p6qAYGqTqAM9Qf6pW/Hw==","Recoleta",5,3,200,180,749000,"Departamento"
"4373","QRBs6bidfHr93Zwq9VN9vg==","Flores",6,2,217,217,530000,"PH"
"4374","lZxlrlo651Cu4g7pGfoBWw==","Palermo",8,5,240,240,575000,"PH"
"4375","wgovGeE8IL6usoMS59etnw==","Flores",1,1,38,32,99000,"Departamento"
"4376","UTbFRtU5htlmA7vt1f1eGQ==","Flores",1,1,40,35,102000,"Departamento"
"4377","znAUgnq+1i9Lu3f/JAUd3g==","Flores",1,1,38,32,100000,"Departamento"
"4378","cbZOWdQtDC7DaaIIJqgyMQ==","Flores",1,1,38,32,105000,"Departamento"
"4379","RECqlqOQH31UlhQqwt7Gew==","Flores",1,1,38,32,95000,"Departamento"
"4380","RGiF0begjygshnip99UE6w==","Flores",1,1,37,32,95280,"Departamento"
"4381","iVCWgi344hyoWGv/wlbV9w==","Flores",1,1,40,35,108000,"Departamento"
"4382","tAoqwTjcBX5zYXk8nOFseQ==","Flores",1,1,36,32,99500,"Departamento"
"4383","P/Va24pp13njBZQcl1TXiw==","Flores",1,1,38,34,98280,"Departamento"
"4384","dfKyfur98Uf1YDg7vygLMQ==","Flores",1,1,38,34,104000,"Departamento"
"4385","SP1ftsykL12RQUupbCxrsA==","Nuñez",1,1,33,33,139000,"Departamento"
"4386","F1Li7YWY+DxI4Q8nLNtjqA==","Retiro",1,1,38,38,105000,"Departamento"
"4387","eEHa+nMKc9pvA4TaYXscwQ==","Palermo",1,1,34,29,120000,"Departamento"
"4388","hjB7YTF/OjQepeHhLjALBA==","Palermo",1,1,52,49,140000,"Departamento"
"4389","QSANVFYO11rwL2UV5wdopg==","Palermo",1,1,40,34,99500,"Departamento"
"4390","9BJkRC2ZFTKt4HyIsaTukQ==","Palermo",1,1,45,35,157000,"Departamento"
"4391","n799LuuYpJ6kp0jX38xaFg==","Palermo",1,1,34,29,120000,"Departamento"
"4392","T5MtR1Jgc5XLPGGAoG21fA==","Palermo",1,1,52,49,145600,"Departamento"
"4393","VCdxw5yEo3U80fX+tnkVTA==","Belgrano",1,1,42,38,149000,"Departamento"
"4394","FhqfGkc8QS+ISzlk3ZNLyw==","Belgrano",1,1,34,31,102000,"Departamento"
"4395","+3o8dkpg3DDw42Kie7enYQ==","Recoleta",1,1,31,30,82000,"Departamento"
"4396","gCwglxobNGvriIb5eDpFYQ==","Saavedra",1,1,29,29,112000,"Departamento"
"4397","hfk0Hw3/3uMwTTCedRxZUA==","Balvanera",1,1,36,31,95000,"Departamento"
"4398","tXq7FAzfqDC6WtYlGMxaqQ==","Caballito",1,1,34,31,92000,"Departamento"
"4399","WbgDO9iKvskLD5+fBFiAwA==","Chacarita",1,1,38,34,94800,"Departamento"
"4400","EEmsXAyujbYk/3+cjGZ2+g==","Chacarita",1,1,38,34,94800,"Departamento"
"4401","4AkLWsNTVK5XXsYCMd+Pxg==","Barrio Norte",1,1,45,35,156000,"Departamento"
"4402","ul9uae60auYa6dA3E/3pWQ==","Barrio Norte",1,1,45,35,150000,"Departamento"
"4403","Yo6NTn0ur8S3GvJ5zIpk5g==","Barrio Norte",1,1,34,29,120000,"Departamento"
"4404","1xbFT36APWP1IOA7Vny2sQ==","Barrio Norte",1,1,34,29,107000,"Departamento"
"4405","jIdyBqqYJtp2K7TzFMNvRA==","Barrio Norte",1,1,34,29,120000,"Departamento"
"4406","LuIIEgKM+u8XErUpOpinRQ==","Villa Crespo",1,1,40,35,99000,"Departamento"
"4407","tQvTmhKYZJB8qnkElUbj1Q==","Villa Crespo",1,1,40,34,97000,"Departamento"
"4408","GPOhjFqW9JqyndwymqLAFw==","Villa Crespo",1,1,41,37,109500,"Departamento"
"4409","4Xm2p1XoKtlNRBzAP+yPMQ==","Villa Crespo",1,1,40,34,104000,"Departamento"
"4410","mGtHvNpckiNkPdZPJE7aEw==","Villa Urquiza",1,1,38,32,98000,"Departamento"
"4411","WZXCa9vS7knXmMzTj2sPqw==","Parque Centenario",1,1,35,35,85000,"Departamento"
"4412","ofEPgcMj0lCxUEdbhct9bA==","Floresta",2,1,37,37,79000,"PH"
"4413","lDDqbf2mURWkGml1JfPCng==","Caballito",2,1,49,49,105000,"PH"
"4414","Yd1p5+5cZW1UZcFUHewBdg==","Villa Luro",2,1,44,38,96000,"PH"
"4415","V+Zi5PLiRHUFiOzMtpTxog==","Villa Crespo",2,1,47,47,119000,"PH"
"4416","QshSRXP5EN0bauYSbjjdJA==","Villa Crespo",2,1,42,42,100000,"PH"
"4417","4lCJvrfY5Z1jbz7LTEoNZg==","Velez Sarsfield",2,1,37,37,79000,"PH"
"4418","pp7wpOv39sVykp+acnBhlQ==","Boedo",2,1,44,37,101000,"Departamento"
"4419","9QKzFhnen+zoOFfWw+j/Lw==","Boedo",2,1,48,35,79000,"Departamento"
"4420","8Ba6h9pCq2ONZDqdAQNU5w==","Boedo",2,1,47,39,105000,"Departamento"
"4421","OkncBB1Zhr5zILO/lsYT9Q==","Boedo",2,1,41,34,86000,"Departamento"
"4422","mcRPHsn/RH+LntFgEE+EsQ==","Flores",2,1,59,40,130000,"Departamento"
"4423","GjA5scosq4P5B4/5raMk9g==","Nuñez",2,1,48,42,135000,"Departamento"
"4424","wTkYRA0UbVsr1hAG0RZqlw==","Almagro",2,1,65,53,122000,"Departamento"
"4425","sDCdktYH+KJ41kNYnQaWtQ==","Almagro",2,1,76,68,140000,"Departamento"
"4426","6uOSezu9klmA85u5kKeR/A==","Almagro",2,1,36,36,99500,"Departamento"
"4427","ExqzX5Oq366L0mpLIa214Q==","Coghlan",2,1,50,46,145000,"Departamento"
"4428","ToeJaLnWefso/F/OWX2zhQ==","Liniers",2,1,55,49,130000,"Departamento"
"4429","SlKCECDRBWxRiF0c9IlcQw==","Liniers",2,1,46,42,79000,"Departamento"
"4430","jyBYaEkkRUPNjHuGqWaScQ==","Palermo",2,1,90,60,550000,"Departamento"
"4431","IeyLrcEk64vOEc9xq1O/gg==","Palermo",2,1,40,33,115000,"Departamento"
"4432","I+Ez6cnrMOlUKM7MjApK9g==","Palermo",2,1,37,35,139000,"Departamento"
"4433","NeSJ2sG4PTPTRY/ArjYoQQ==","Palermo",2,1,48,45,130000,"Departamento"
"4434","Hp3BJptVovszkihIVwT9zQ==","Palermo",2,1,82,41,180000,"Departamento"
"4435","blz+o793V3c+dgZ1xwCrcA==","Palermo",2,1,50,44,162000,"Departamento"
"4436","qhlxifBpjAS0kwlL+Amtqw==","Palermo",2,1,50,44,173000,"Departamento"
"4437","H3Z839Hr/IOb6tdvKySUrA==","Palermo",2,1,42,40,122000,"Departamento"
"4438","KfJZs3yIBCbzLpgDWSMj2g==","Palermo",2,1,45,39,265000,"Departamento"
"4439","iK5AFpVv1bh00j0PAaTDYg==","Palermo",2,1,75,53,310000,"Departamento"
"4440","JrUy30sxnYuK9Q6G3RkjcA==","Palermo",2,1,45,45,265000,"Departamento"
"4441","GLhqVO9ukMDvBQ+oawWgwg==","Palermo",2,1,33,33,105100,"Departamento"
"4442","I+FqfavPqOJEqPBnney8yw==","Palermo",2,1,58,48,175000,"Departamento"
"4443","LQSeOq4fzjfaZVr9ps/Rzw==","Palermo",2,1,37,33,90000,"Departamento"
"4444","S8bKmc8FwjNOcYAKI4LOGA==","Palermo",2,1,46,43,125000,"Departamento"
"4445","JEnmKvaykAYyILoaARbgfw==","Palermo",2,1,39,39,230000,"Departamento"
"4446","DPouxDubeqG99gOdRmH9AA==","Palermo",2,1,50,44,168000,"Departamento"
"4447","Ki9+SB5Cwj546r//UjssZg==","Palermo",2,1,37,35,139000,"Departamento"
"4448","nWv+Nx3G2OfWBaVe8CUqSA==","Palermo",2,1,39,39,230000,"Departamento"
"4449","wU4syclqyBVuuuF0KD27DA==","Belgrano",2,1,61,54,255000,"Departamento"
"4450","vW9LVwu/qZzhrVpgoPCdhw==","Congreso",2,1,42,42,102000,"Departamento"
"4451","0/R/gMTAaKkparh3N0B44Q==","Floresta",2,1,50,43,105000,"Departamento"
"4452","zvFgT0tQlCCvX2GrB5WKSg==","Paternal",2,1,42,42,100000,"Departamento"
"4453","VCNEbWD58FYakiUGMLw8qQ==","Recoleta",2,1,46,46,174000,"Departamento"
"4454","crau63QPTSPt3QEzWygJ4g==","Saavedra",2,1,50,50,155000,"Departamento"
"4455","S+L1MRd19eiL5D/rhlcNaA==","Saavedra",2,1,35,33,94000,"Departamento"
"4456","fCS83KPd3O5Bp3hmr8AUWQ==","Balvanera",2,1,42,42,102000,"Departamento"
"4457","x5cVYbdCPfK8l5plLNgNVQ==","Caballito",2,1,36,35,80000,"Departamento"
"4458","otptYaOEXB1WWhd9VcWp9A==","Monserrat",2,1,45,45,99000,"Departamento"
"4459","oS5iePGX84YIWDLU73E9uw==","San Telmo",2,1,56,46,105000,"Departamento"
"4460","K2e0Wdbq/YfqaosIJdbELw==","Colegiales",2,1,60,37,97000,"Departamento"
"4461","FJWq9K8lTNLYK6JYL2rtpg==","Villa Luro",2,1,50,43,105000,"Departamento"
"4462","nYBrMGDKik12TTVR/Gg4Kw==","Barrio Norte",2,1,50,44,180000,"Departamento"
"4463","7jxCIK1vBsF51sbvcYZTQg==","Barrio Norte",2,1,42,42,113000,"Departamento"
"4464","4oDmcKqjffDRizHyzK0PCw==","Barrio Norte",2,1,50,44,177000,"Departamento"
"4465","EpDrahwGK0JelRFeDllN1w==","Barrio Norte",2,1,37,35,139000,"Departamento"
"4466","70NCjEfkxUvL1CxkOFJqnA==","Barrio Norte",2,1,60,50,310000,"Departamento"
"4467","mvI3UtFHZtzcjXsrWQ0EVg==","Villa Crespo",2,1,39,36,105948,"Departamento"
"4468","m4RYimo5bUaLp6him6rNVQ==","Villa Crespo",2,1,42,42,100000,"Departamento"
"4469","4xj7zgjyJxkfAq/hLwvMuw==","Villa Crespo",2,1,54,42,115000,"Departamento"
"4470","0a2wx0xHryLQQfqwzSCHVQ==","Villa Crespo",2,1,53,48,125000,"Departamento"
"4471","W37xtKv9Tb1DSTCthjn2VA==","Villa Crespo",2,1,38,35,99573,"Departamento"
"4472","9oGsZsvVMd84h03LtgY6Kw==","Villa Crespo",2,1,48,46,164000,"Departamento"
"4473","qoj3/inwsDz+ktkbXxsBgg==","Villa Crespo",2,1,46,46,110000,"Departamento"
"4474","fvttRr/tXz6+POMdA1muXQ==","Villa Crespo",2,2,100,70,165000,"Departamento"
"4475","zwbRRxomoOOxgHIMotbSeA==","Villa Crespo",2,1,39,36,106948,"Departamento"
"4476","ksfcPR5U+dhJkffRr+nzPA==","Villa Crespo",2,1,58,48,155000,"Departamento"
"4477","4RMjgo3WDEpX8BdrbGY4Pw==","Villa Devoto",2,1,45,35,98000,"Departamento"
"4478","sKlbglXyG+Kib+CyaZYtbg==","Villa Devoto",2,1,67,46,145000,"Departamento"
"4479","yU/KD0VOAjOSwVJD820cPw==","Constitución",2,1,47,47,85000,"Departamento"
"4480","bAZIAmmNM7CeX+BeS104+A==","Puerto Madero",2,1,82,78,450000,"Departamento"
"4481","QJueHqor0T+LYAd1HRqRcA==","Villa Urquiza",2,1,70,70,279000,"Departamento"
"4482","bT6M0svDYpJiQiIthTvDcQ==","Villa Urquiza",2,1,100,65,250000,"Departamento"
"4483","Wr54HvzyHx44ajI8mqM7Mw==","Velez Sarsfield",2,1,35,35,78000,"Departamento"
"4484","PHZmI9su+PgIAkBOexcLTg==","Villa Santa Rita",2,1,53,48,75000,"Departamento"
"4485","EgEj3BGZzjjr/LUjugktAg==","Parque Centenario",2,1,56,50,143000,"Departamento"
"4486","mGJ+oaY7l71xyU/crxs5pQ==","Parque Centenario",2,1,45,43,115000,"Departamento"
"4487","4oXTeezMCPJ1oRsEHXtoXA==","Liniers",3,1,80,80,140000,"PH"
"4488","X5gBjop3CkfP37MjzQz2cg==","Palermo",3,1,53,53,165000,"PH"
"4489","P3c2aGlypm/H+D51bvWrNg==","Palermo",3,1,132,124,375000,"PH"
"4490","NTjVq7RlqI40CKSdUTxK2g==","Balvanera",3,2,124,124,220000,"PH"
"4491","Q4Yk2lTN0cby2i6eclF6Wg==","Once",3,1,61,59,143000,"Departamento"
"4492","W0CAxSXJxwW587Slu39fzw==","Flores",3,1,64,59,215000,"Departamento"
"4493","qwigY+fiKsva5HOjUHpdSw==","Flores",3,1,75,59,210000,"Departamento"
"4494","kG7qK0ISBwPd2AFCJLtHWQ==","Flores",3,1,72,65,137500,"Departamento"
"4495","Tns0Xv+Nr2pyKiCzJvAv4A==","Flores",3,1,104,61,218000,"Departamento"
"4496","vajRKhR9g/toNx1zLuLqxQ==","Nuñez",3,1,46,46,158000,"Departamento"
"4497","OFGy6GVltHDdGXg3At1+2w==","Almagro",3,1,160,80,230000,"Departamento"
"4498","LdESav4fs+Pwak4/eFaC3Q==","Almagro",3,2,64,60,149000,"Departamento"
"4499","T69l9CCtWjrJrzKg2VTh1Q==","Almagro",3,2,96,89,195000,"Departamento"
"4500","KBV/SkgF8W1Ht4DKcKv9Cg==","Almagro",3,1,100,100,240000,"Departamento"
"4501","D5RYBcqB8G+r7NwD1Qnhbg==","Almagro",3,2,76,76,199500,"Departamento"
"4502","YNQMErWUj+apGoG4+IsKMQ==","Almagro",3,2,71,65,202375,"Departamento"
"4503","grbzCQQCEEaidmiJ0nuIqg==","Almagro",3,2,96,89,195000,"Departamento"
"4504","Zzx4ZvRfoYydrBZyDM2p+g==","Almagro",3,1,53,50,129000,"Departamento"
"4505","5Pc3EBms5mlwBtERvKqPRw==","Almagro",3,1,50,50,140000,"Departamento"
"4506","4Gd2RCzy//ZcZp4XB/ZWWg==","Almagro",3,1,72,72,150000,"Departamento"
"4507","5G813AOvMeISU8YhqxuHYg==","Almagro",3,1,55,55,123000,"Departamento"
"4508","xHOnFDV4raTOw11vAJDVVg==","Almagro",3,1,110,110,160000,"Departamento"
"4509","Vd6mtsMPU2V3NQXwlQ1rNg==","Almagro",3,1,67,64,156000,"Departamento"
"4510","FRCUXESXzYpvBAhU/nLYCg==","Coghlan",3,1,58,58,123900,"Departamento"
"4511","K09nqCoflcnrMDeUqlUgtA==","Liniers",3,1,62,62,225000,"Departamento"
"4512","QbBt2mumGQcq/c1ajBrjkQ==","Palermo",3,1,80,80,219000,"Departamento"
"4513","Y80lo05RNeysVcihJnoh9A==","Palermo",3,1,90,80,480000,"Departamento"
"4514","BSYsUN1vM29okyJUG/YCkg==","Palermo",3,1,56,52,165000,"Departamento"
"4515","i+fHVf3ND1Q6AhLoikGD1w==","Palermo",3,1,83,80,240000,"Departamento"
"4516","Cd8orymaFSmqanVUfF5DZg==","Palermo",3,1,88,66,264000,"Departamento"
"4517","+AvQYD8R1m2SwhT0Bbx4iA==","Palermo",3,1,56,52,165000,"Departamento"
"4518","nJ0cMneHeZj1awHQwLQwxg==","Palermo",3,1,90,80,480000,"Departamento"
"4519","MTl42YPBOc8DamICiuzOgA==","Palermo",3,1,59,59,115000,"Departamento"
"4520","uUL2v1q/BqDVcA9sRiy1mg==","Belgrano",3,1,67,63,230000,"Departamento"
"4521","DvKIdcIIoNo3OM1f+xubhQ==","Belgrano",3,1,78,78,410000,"Departamento"
"4522","DwvUt0Qoye/hBcVZNSjRoQ==","Belgrano",3,2,120,100,595000,"Departamento"
"4523","PA92cAOjZHyffNbqUbm3JA==","Belgrano",3,2,91,81,225000,"Departamento"
"4524","3GIc6u+VS5wvr2DM4/BUIQ==","Congreso",3,2,84,77,170000,"Departamento"
"4525","FCSJikhSwRLn+musRs5mJg==","Congreso",3,2,84,77,170000,"Departamento"
"4526","kJz4IeqFMu8B3hVN/3qafg==","Congreso",3,1,49,47,110000,"Departamento"
"4527","KKgttISZ1NUYTNSmIzzU/g==","Recoleta",3,1,68,62,240000,"Departamento"
"4528","A9VKvYzz1vQZVUSMVJlpoA==","Recoleta",3,1,68,68,155000,"Departamento"
"4529","QN0Wk0FBz6HAR/xXmfjnVA==","Recoleta",3,2,148,136,390000,"Departamento"
"4530","mFrCHVx4TyL+XSSqjBo6xw==","Balvanera",3,2,84,77,170000,"Departamento"
"4531","QBrrEaBf6RaUCCDLqxB1Ew==","Balvanera",3,2,84,77,170000,"Departamento"
"4532","jI8zib0n4Lyys/zkYfPmgQ==","Balvanera",3,1,67,67,149000,"Departamento"
"4533","R5OUN+F0DPMXW8c7opzi3w==","Balvanera",3,2,86,78,210000,"Departamento"
"4534","jJkIgAlvrd0GoSxxgqS4BQ==","Balvanera",3,2,67,67,149000,"Departamento"
"4535","IYYBScXAQU7PX5asOvRhXg==","Balvanera",3,2,84,77,170000,"Departamento"
"4536","KLbq/2Oss/c+aPRR4ooohw==","Caballito",3,1,69,64,170000,"Departamento"
"4537","GTlWzNQh+P5XhrhEuc9aqw==","Caballito",3,2,95,87,210000,"Departamento"
"4538","H6H2GLG0x09hkDTt8Gih3Q==","Caballito",3,1,65,65,157000,"Departamento"
"4539","ysUVskGAzcE3ILymFKBcYA==","Caballito",3,1,92,82,298000,"Departamento"
"4540","t39chUNKeKl1kZv+NAndEg==","Caballito",3,1,66,56,158500,"Departamento"
"4541","Zj/1tAbuthFQzL9NaI4p4g==","Caballito",3,1,66,56,158250,"Departamento"
"4542","wWWcULc25iP44LgXlB/rVA==","Chacarita",3,2,75,64,249000,"Departamento"
"4543","U062hcGNiz5kOC2DOPJ9KA==","Colegiales",3,2,84,80,369900,"Departamento"
"4544","ASKIDYrm+iSCXovj51o80A==","Colegiales",3,2,140,80,279500,"Departamento"
"4545","cSemv6SDBozk3+sy+01ong==","Barrio Norte",3,1,100,95,215000,"Departamento"
"4546","VA5Aad26dkrsQQGssRUyZQ==","Barrio Norte",3,2,82,65,345000,"Departamento"
"4547","KYsvPcbeFJa/jyt1i2X9eg==","Barrio Norte",3,2,45,45,149000,"Departamento"
"4548","kyr3PQai7Aoswlt/rIybWg==","Villa Crespo",3,1,65,60,142000,"Departamento"
"4549","RUl/djzwiZ9iudeNNP0PZQ==","Villa Crespo",3,2,77,72,340000,"Departamento"
"4550","mW5ooea/djXRe5ni2LigqA==","Villa Crespo",3,1,51,51,104000,"Departamento"
"4551","4lFA7QUS5RBv8QO6iMNiBg==","Villa Crespo",3,1,73,70,209000,"Departamento"
"4552","TGy+mSZ53WSsGgFcsIEV2A==","Villa Devoto",3,1,59,49,128000,"Departamento"
"4553","hPN9oGNJ4LSJfMhp5zFJDw==","Puerto Madero",3,2,116,110,720000,"Departamento"
"4554","4IQHVJptcGtBULMRGo7S8w==","Puerto Madero",3,3,92,87,540000,"Departamento"
"4555","GrLAQJKGUmFijoV0jkuHOQ==","Palermo",4,2,120,120,310000,"PH"
"4556","ec0Q6Vi9U3bp/bWwOfSXPw==","Recoleta",4,1,120,120,345000,"PH"
"4557","7netkCi12Xv+E+rdCtPgIw==","Balvanera",4,2,125,125,225000,"PH"
"4558","J7Kdot6X9CFiIfxWeAAUqQ==","Villa Urquiza",4,1,60,60,275000,"PH"
"4559","h91e9rtEKqEGmHZ4sbw+ow==","Villa Riachuelo",4,2,140,110,280000,"Casa"
"4560","BIS4jI2adU88LBHljyW68w==","Once",4,1,114,110,185000,"Departamento"
"4561","YG8Pl5W5GscMarwUOwuqCw==","Nuñez",4,2,84,80,370000,"Departamento"
"4562","yKQqXnH2RwPdQ9EFLYOYMw==","Nuñez",4,2,84,80,370000,"Departamento"
"4563","as2GUtzGsajsutOlOK01TQ==","Almagro",4,1,100,100,240000,"Departamento"
"4564","O9RHL8PHPMZZ7DV312cIgw==","Almagro",4,1,100,100,240000,"Departamento"
"4565","4EsTiGu0sXstQsg1Vpy8Vw==","Almagro",4,2,77,74,189000,"Departamento"
"4566","GcX2uI7hmatnbO0dKclZWQ==","Almagro",4,3,102,94,287000,"Departamento"
"4567","HIrD1HILPmB/JPEoZ/gPuA==","Almagro",4,2,99,95,230000,"Departamento"
"4568","e1SuuMBEkH3H3071+t2qYg==","Almagro",4,2,118,108,265000,"Departamento"
"4569","fHMogufwTzZ2OQr/mv8N8A==","Almagro",4,2,78,70,184000,"Departamento"
"4570","llwonZABnjX+58cepyLNlg==","Almagro",4,2,95,85,285000,"Departamento"
"4571","Of13mjD9sNLQVHL/5pnMUQ==","Almagro",4,2,103,97,220000,"Departamento"
"4572","0RJGDZMy90HT2m5irX0KVA==","Almagro",4,2,101,101,250000,"Departamento"
"4573","WYZg298QvupMMAZAM8dbWQ==","Almagro",4,2,78,72,180000,"Departamento"
"4574","Oa/C6JruFaaq88Sv69WTRQ==","Almagro",4,2,124,124,220000,"Departamento"
"4575","jgqaADCg3eBxBOSA/Gun2w==","Almagro",4,2,118,108,265000,"Departamento"
"4576","I4Z3UJ4HKxwamsLI4e7TLg==","Palermo",4,2,100,100,265000,"Departamento"
"4577","5Lb0JJeXbnn5PU3aXtf5VA==","Palermo",4,1,72,64,232000,"Departamento"
"4578","SGSeBbEYgZ5NVuZUnB5BYA==","Palermo",4,2,103,97,250000,"Departamento"
"4579","UPV8Xx67s4yREYkU9f3abA==","Palermo",4,1,108,103,273000,"Departamento"
"4580","4FtdinoLP+ctKFvc7tdBug==","Belgrano",4,3,150,131,875000,"Departamento"
"4581","/JO667+kotxWV0gnJ/FdJQ==","Belgrano",4,4,144,132,388000,"Departamento"
"4582","dHrIO26G31EuQ1pcem+QeQ==","Recoleta",4,1,75,75,210000,"Departamento"
"4583","MtlDSBLZrGXdzU0sgwBJRA==","Recoleta",4,2,131,118,580000,"Departamento"
"4584","aCqBzZZ4c4k5b8ECF/dT8Q==","Recoleta",4,2,120,109,485000,"Departamento"
"4585","titLTaXXh9iBOkcmi9UnZg==","Recoleta",4,4,147,147,580000,"Departamento"
"4586","Q1HRAWT1l1EtqP5SUKUTHw==","Caballito",4,2,103,94,285000,"Departamento"
"4587","Xz2ScbkbvWSvIHeVa58BAA==","Caballito",4,3,193,164,460000,"Departamento"
"4588","y4iD+M1w62nxO8QskJD6Pg==","Caballito",4,2,119,99,280000,"Departamento"
"4589","KNfZ7ogCVVgyQ2JcqOro1A==","Caballito",4,2,102,83,205000,"Departamento"
"4590","5GHhHNU+PDZTXJmSLMUXiw==","Colegiales",4,2,106,94,440000,"Departamento"
"4591","dg5FNsbF3IGD4oC9ElIqNw==","Barrio Norte",4,4,147,147,580000,"Departamento"
"4592","d82Q2uWZy8WJTzKJJmJafw==","Barrio Norte",4,2,120,109,485000,"Departamento"
